wals_code	name	family	features
xav	Xavánte	Macro-Ge	the_velar_nasal=3 No velar nasal|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|reduplication=3 No productive reduplication|coding_of_nominal_plurality=2 Plural suffix|position_of_case_affixes=9 No case affixes or adpositional clitics|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|order_of_subject_and_verb=1 SV|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_genitive_and_noun=1 Genitive-Noun|order_of_degree_word_and_adjective=2 Adjective-Degree word|position_of_polar_question_particles=1 Initial|negative_morphemes=2 Negative particle|polar_questions=1 Question particle|postverbal_negative_morphemes=1 VNeg|preverbal_negative_morphemes=4 None|order_of_negative_morpheme_and_verb=2 VNeg|minor_morphological_means_of_signaling_negation=4 None
xer	Xerénte	Macro-Ge	position_of_pronominal_possessive_affixes=1 Possessive prefixes|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 SV|order_of_object_and_verb=1 OV|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=2 Noun-Adjective|order_of_demonstrative_and_noun=1 Demonstrative-Noun|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=2 OV and NAdj|reciprocal_constructions=4 Identical to reflexive|hand_and_arm=2 Different|finger_and_hand=2 Different
xho	Xhosa	Niger-Congo	prefixing_vs._suffixing_in_inflectional_morphology=6 Strong prefixing|reduplication=1 Productive full and partial reduplication|coding_of_nominal_plurality=1 Plural prefix|definite_articles=1 Definite word distinct from demonstrative|indefinite_articles=1 Indefinite word distinct from 'one'|position_of_case_affixes=2 Case prefixes|position_of_pronominal_possessive_affixes=2 Possessive suffixes|position_of_tense-aspect_affixes=1 Tense-aspect prefixes|order_of_subject,_object_and_verb=2 SVO|order_of_subject_and_verb=1 SV|order_of_object_and_verb=2 VO|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_genitive_and_noun=2 Noun-Genitive|order_of_adjective_and_noun=2 Noun-Adjective|order_of_demonstrative_and_noun=6 Mixed|order_of_numeral_and_noun=2 Noun-Numeral|order_of_relative_clause_and_noun=1 Noun-Relative clause|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 VO and NAdj|expression_of_pronominal_subjects=2 Subject affixes on verb|negative_morphemes=1 Negative affix|polar_questions=1 Question particle|tea=2 Words derived from Min Nan Chinese te|postverbal_negative_morphemes=4 None|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|svnego_order=7 No SVNegO|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 MorphNeg|snegvo_order=2 Prefix&NoDoubleNeg|svoneg_order=4 No SVONeg|the_position_of_negative_morphemes_in_svo_languages=5 S[Neg-V]O|preverbal_negative_morphemes=2 [Neg-V]|order_of_negative_morpheme_and_verb=3 [Neg-V]|negsvo_order=4 No NegSVO|minor_morphological_means_of_signaling_negation=4 None
xia	Xiamen	Sino-Tibetan	consonant_inventories=3 Average|vowel_quality_inventories=2 Average (5-6)|consonant-vowel_ratio=3 Average|voicing_in_plosives_and_fricatives=1 No voicing contrast|voicing_and_gaps_in_plosive_systems=1 Other|uvular_consonants=1 None|glottalized_consonants=1 No glottalized consonants|lateral_consonants=1 No laterals|front_rounded_vowels=1 None|syllable_structure=2 Moderately complex|tone=3 Complex tone system|absence_of_common_consonants=1 All present|presence_of_uncommon_consonants=1 None
xok	Xokleng	Macro-Ge	locus_of_marking_in_the_clause=2 Dependent marking|locus_of_marking_in_possessive_noun_phrases=2 Dependent marking|locus_of_marking:_whole-language_typology=2 Dependent-marking|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|person_marking_on_adpositions=2 No person marking|alignment_of_verbal_person_marking=1 Neutral|verbal_person_marking=1 No person marking|third_person_zero_of_verbal_person_marking=1 No person marking|order_of_person_markers_on_the_verb=1 A and P do not or do not both occur on the verb|reciprocal_constructions=2 Distinct from reflexive|hand_and_arm=2 Different|finger_and_hand=2 Different|m-t_pronouns=1 No M-T pronouns|n-m_pronouns=1 No N-M pronouns|m_in_second_person_singular=2 m in second person singular|m_in_first_person_singular=1 No m in first person singular|zero_marking_of_a_and_p_arguments=2 Non-zero marking|cultural_categories_of_languages_with_identity_of_'finger'_and_'hand'=1 Hunter-gatherers
xoo	!Xóõ	Tu	consonant_inventories=5 Large|vowel_quality_inventories=2 Average (5-6)|consonant-vowel_ratio=5 High|voicing_in_plosives_and_fricatives=2 In plosives alone|voicing_and_gaps_in_plosive_systems=2 None missing in /p t k b d g/|uvular_consonants=2 Uvular stops only|glottalized_consonants=6 Ejectives and glottalized resonants|lateral_consonants=2 /l/, no obstruent laterals|vowel_nasalization=2 Contrast absent|front_rounded_vowels=1 None|syllable_structure=2 Moderately complex|tone=3 Complex tone system|absence_of_common_consonants=1 All present|presence_of_uncommon_consonants=2 Clicks|coding_of_nominal_plurality=2 Plural suffix|ordinal_numerals=6 First, two-th, three-th|numeral_classifiers=1 Absent|order_of_subject,_object_and_verb=2 SVO|order_of_subject_and_verb=1 SV|order_of_object_and_verb=2 VO|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=2 Noun-Adjective|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_relative_clause_and_noun=1 Noun-Relative clause|position_of_polar_question_particles=1 Initial|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 VO and NAdj|polar_questions=1 Question particle|hand_and_arm=1 Identical|finger_and_hand=2 Different|numeral_bases=6 Restricted|tea=2 Words derived from Min Nan Chinese te|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant
xsm	Kàsim	Niger-Congo	order_of_subject,_object_and_verb=2 SVO|order_of_subject_and_verb=1 SV|order_of_object_and_verb=2 VO|order_of_object,_oblique,_and_verb=1 VOX|position_of_polar_question_particles=2 Final|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|polar_questions=1 Question particle
xun	!Xun (Ekoka)	Kxa	action_nominal_constructions=7 Restricted|suppletion_according_to_tense_and_aspect=1 Tense|verbal_number_and_suppletion=4 Singular-dual-plural triples, no suppletion|suppletion_in_imperatives_and_hortatives=1 A regular and a suppletive form alternate
yah	Yahgan	Yámana	position_of_case_affixes=1 Case suffixes|position_of_pronominal_possessive_affixes=4 No possessive affixes|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|imperative-hortative_systems=4 Neither type of system|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 SV|order_of_object_and_verb=1 OV|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_adjective_and_noun=1 Adjective-Noun|order_of_demonstrative_and_noun=1 Demonstrative-Noun|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|expression_of_pronominal_subjects=6 Mixed|comparative_constructions=2 Exceed|hand_and_arm=2 Different|finger_and_hand=2 Different
yan	Yana	Hokan	consonant_inventories=3 Average|vowel_quality_inventories=2 Average (5-6)|consonant-vowel_ratio=3 Average|voicing_in_plosives_and_fricatives=2 In plosives alone|voicing_and_gaps_in_plosive_systems=2 None missing in /p t k b d g/|uvular_consonants=1 None|glottalized_consonants=1 No glottalized consonants|lateral_consonants=2 /l/, no obstruent laterals|front_rounded_vowels=1 None|tone=1 No tones|fixed_stress_locations=1 No fixed stress|weight-sensitive_stress=5 Unbounded: Stress can be anywhere|weight_factors_in_weight-sensitive_stress_systems=4 Long vowel or coda consonant|rhythm_types=5 No rhythmic stress|absence_of_common_consonants=1 All present|presence_of_uncommon_consonants=1 None|reduplication=3 No productive reduplication|hand_and_arm=2 Different|finger_and_hand=1 Identical|cultural_categories_of_languages_with_identity_of_'finger'_and_'hand'=1 Hunter-gatherers
yao	Yao (in Malawi)	Niger-Congo	position_of_tense-aspect_affixes=1 Tense-aspect prefixes|order_of_subject,_object_and_verb=2 SVO|order_of_subject_and_verb=1 SV|order_of_object_and_verb=2 VO|order_of_adjective_and_noun=2 Noun-Adjective|order_of_demonstrative_and_noun=2 Noun-Demonstrative|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 VO and NAdj|expression_of_pronominal_subjects=4 Subject pronouns in different position|negative_morphemes=6 Double negation|postverbal_negative_morphemes=4 None|svnego_order=6 Suffix&OnlyWithAnotherNeg|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 MorphNeg|snegvo_order=6 Prefix&OnlyWithAnotherNeg|svoneg_order=4 No SVONeg|the_position_of_negative_morphemes_in_svo_languages=14 ObligNeg|preverbal_negative_morphemes=2 [Neg-V]|order_of_negative_morpheme_and_verb=14 ObligDoubleNeg|negsvo_order=4 No NegSVO|minor_morphological_means_of_signaling_negation=4 None
yap	Yapese	Austronesian	consonant_inventories=3 Average|vowel_quality_inventories=3 Large (7-14)|consonant-vowel_ratio=3 Average|voicing_in_plosives_and_fricatives=2 In plosives alone|voicing_and_gaps_in_plosive_systems=2 None missing in /p t k b d g/|uvular_consonants=1 None|glottalized_consonants=6 Ejectives and glottalized resonants|lateral_consonants=2 /l/, no obstruent laterals|front_rounded_vowels=1 None|syllable_structure=2 Moderately complex|tone=1 No tones|fixed_stress_locations=1 No fixed stress|weight-sensitive_stress=3 Right-edge: Ultimate or penultimate|weight_factors_in_weight-sensitive_stress_systems=7 Combined|rhythm_types=4 Undetermined|absence_of_common_consonants=1 All present|presence_of_uncommon_consonants=5 'Th' sounds|prefixing_vs._suffixing_in_inflectional_morphology=1 Little affixation|coding_of_nominal_plurality=7 Plural word|definite_articles=1 Definite word distinct from demonstrative|indefinite_articles=1 Indefinite word distinct from 'one'|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|indefinite_pronouns=2 Generic-noun-based|person_marking_on_adpositions=3 Pronouns only|position_of_case_affixes=9 No case affixes or adpositional clitics|numeral_classifiers=2 Optional|position_of_pronominal_possessive_affixes=2 Possessive suffixes|position_of_tense-aspect_affixes=5 No tense-aspect inflection|the_morphological_imperative=5 No second-person imperatives|the_prohibitive=2 Normal imperative + special negative|order_of_subject,_object_and_verb=3 VSO|order_of_subject_and_verb=2 VS|order_of_object_and_verb=2 VO|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_genitive_and_noun=2 Noun-Genitive|order_of_adjective_and_noun=2 Noun-Adjective|order_of_demonstrative_and_noun=2 Noun-Demonstrative|order_of_numeral_and_noun=1 Numeral-Noun|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_degree_word_and_adjective=1 Degree word-Adjective|position_of_polar_question_particles=6 No question particle|position_of_interrogative_phrases_in_content_questions=3 Mixed|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 VO and NAdj|alignment_of_verbal_person_marking=2 Accusative|verbal_person_marking=3 Only the P argument|third_person_zero_of_verbal_person_marking=3 Zero in some 3sg forms|order_of_person_markers_on_the_verb=1 A and P do not or do not both occur on the verb|passive_constructions=2 Absent|periphrastic_causative_constructions=1 Sequential but no purposive|nonperiphrastic_causative_constructions=2 Morphological but no compound|negative_morphemes=2 Negative particle|polar_questions=6 Interrogative intonation only|comparative_constructions=1 Locational|hand_and_arm=1 Identical|finger_and_hand=2 Different|postverbal_negative_morphemes=4 None|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|verb-initial_with_clause-final_negative=4 No clause-final neg|position_of_negative_word_with_respect_to_subject,_object,_and_verb=9 NegVSO|verb-initial_with_preverbal_negative=1 Separate word, no double negation	Word&NoDoubleNeg|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|preverbal_negative_morphemes=1 NegV|order_of_negative_morpheme_and_verb=1 NegV|verb-initial_with_negative_that_is_immediately_postverbal_or_between_subject_and_object=6 None|the_position_of_negative_morphemes_in_verb-initial_languages=1 NegVSO|minor_morphological_means_of_signaling_negation=4 None
yaq	Yaqui	Uto-Aztecan	consonant_inventories=3 Average|vowel_quality_inventories=2 Average (5-6)|consonant-vowel_ratio=3 Average|voicing_in_plosives_and_fricatives=2 In plosives alone|voicing_and_gaps_in_plosive_systems=1 Other|uvular_consonants=1 None|glottalized_consonants=1 No glottalized consonants|lateral_consonants=2 /l/, no obstruent laterals|the_velar_nasal=3 No velar nasal|vowel_nasalization=2 Contrast absent|front_rounded_vowels=1 None|syllable_structure=2 Moderately complex|tone=2 Simple tone system|fixed_stress_locations=2 Initial|weight-sensitive_stress=8 Fixed stress (no weight-sensitivity)|weight_factors_in_weight-sensitive_stress_systems=7 Combined|rhythm_types=1 Trochaic|absence_of_common_consonants=1 All present|presence_of_uncommon_consonants=1 None|fusion_of_selected_inflectional_formatives=1 Exclusively concatenative|exponence_of_selected_inflectional_formatives=2 Case + number|inflectional_synthesis_of_the_verb=3 4-5 categories per word|locus_of_marking_in_the_clause=3 Double marking|locus_of_marking_in_possessive_noun_phrases=3 Double marking|locus_of_marking:_whole-language_typology=2 Dependent-marking|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|reduplication=1 Productive full and partial reduplication|case_syncretism=2 Core cases only|syncretism_in_verbal_person/number_marking=1 No subject person/number marking|number_of_genders=1 None|sex-based_and_non-sex-based_gender_systems=1 No gender|systems_of_gender_assignment=1 No gender|coding_of_nominal_plurality=2 Plural suffix|occurrence_of_nominal_plurality=6 All nouns, always obligatory|plurality_in_independent_personal_pronouns=4 Person-number stem|the_associative_plural=2 Unique affixal associative plural|definite_articles=4 No definite, but indefinite article|indefinite_articles=1 Indefinite word distinct from 'one'|inclusive/exclusive_distinction_in_independent_pronouns=3 No inclusive/exclusive|inclusive/exclusive_distinction_in_verbal_inflection=1 No person marking|third_person_pronouns_and_demonstratives=1 Unrelated|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|politeness_distinctions_in_pronouns=1 No politeness distinction|indefinite_pronouns=1 Interrogative-based|intensifiers_and_reflexive_pronouns=1 Identical|person_marking_on_adpositions=2 No person marking|number_of_cases=2 2 cases|asymmetrical_case-marking=2 Symmetrical|position_of_case_affixes=1 Case suffixes|comitatives_and_instrumentals=2 Differentiation|ordinal_numerals=4 One-th, two-th, three-th|position_of_pronominal_possessive_affixes=2 Possessive suffixes|obligatory_possessive_inflection=2 Absent|possessive_classification=1 No possessive classification|action_nominal_constructions=8 No action nominals|noun_phrase_conjunction=1 'And' different from 'with'|nominal_and_verbal_conjunction=2 Differentiation|perfective/imperfective_aspect=2 No grammatical marking|the_past_tense=1 Present, no remoteness distinctions|the_future_tense=1 Inflectional future exists|the_perfect=4 No perfect|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|the_morphological_imperative=1 Second singular and second plural|the_prohibitive=4 Special imperative + special negative|imperative-hortative_systems=4 Neither type of system|the_optative=2 Inflectional optative absent|situational_possibility=2 Verbal constructions|epistemic_possibility=2 Affixes on verbs|overlap_between_situational_and_epistemic_modal_marking=3 No overlap|semantic_distinctions_of_evidentiality=1 No grammatical evidentials|coding_of_evidentiality=1 No grammatical evidentials|suppletion_according_to_tense_and_aspect=4 None|verbal_number_and_suppletion=2 Singular-plural pairs, no suppletion|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 SV|order_of_object_and_verb=1 OV|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=1 Adjective-Noun|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_numeral_and_noun=1 Numeral-Noun|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_degree_word_and_adjective=1 Degree word-Adjective|position_of_polar_question_particles=1 Initial|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=2 OV and NRel|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|alignment_of_case_marking_of_full_noun_phrases=2 Nominative - accusative (standard)|alignment_of_case_marking_of_pronouns=2 Nominative - accusative (standard)|alignment_of_verbal_person_marking=1 Neutral|expression_of_pronominal_subjects=2 Subject affixes on verb|verbal_person_marking=1 No person marking|third_person_zero_of_verbal_person_marking=1 No person marking|order_of_person_markers_on_the_verb=1 A and P do not or do not both occur on the verb|ditransitive_constructions:_the_verb_'give'=3 Secondary-object construction|reciprocal_constructions=4 Identical to reflexive|passive_constructions=1 Present|antipassive_constructions=3 No antipassive|applicative_constructions=8 No applicative construction|periphrastic_causative_constructions=2 Purposive but no sequential|nonperiphrastic_causative_constructions=2 Morphological but no compound|negative_morphemes=2 Negative particle|symmetric_and_asymmetric_standard_negation=3 Both|subtypes_of_asymmetric_standard_negation=3 A/Cat|negative_indefinite_pronouns_and_predicate_negation=1 Predicate negation also present|polar_questions=1 Question particle|predicative_possession=5 'Have'|predicative_adjectives=1 Verbal encoding|nominal_and_locational_predication=1 Different|zero_copula_for_predicate_nominals=1 Impossible|relativization_on_subjects=4 Gap|'want'_complement_subjects=4 Desiderative verbal affix|purpose_clauses=3 Deranked|'when'_clauses=3 Deranked|reason_clauses=1 Balanced|utterance_complement_clauses=1 Balanced|numeral_bases=2 Hybrid vigesimal-decimal|m-t_pronouns=1 No M-T pronouns|n-m_pronouns=1 No N-M pronouns|postverbal_negative_morphemes=4 None|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|negsov_order=4 No NegSOV|sovneg_order=11 NoSOVNeg|position_of_negative_word_with_respect_to_subject,_object,_and_verb=6 SNegOV|sonegv_order=8 No SONegV|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=2 Preverbal, not beginning or immed|preverbal_negative_morphemes=1 NegV|order_of_negative_morpheme_and_verb=1 NegV|snegov_order=1 NoDoubleNeg|the_position_of_negative_morphemes_in_sov_languages=3 SONegV|minor_morphological_means_of_signaling_negation=4 None|m_in_second_person_singular=2 m in second person singular|m_in_first_person_singular=1 No m in first person singular|other_roles_of_applied_objects=5 No applicative construction|zero_marking_of_a_and_p_arguments=2 Non-zero marking|exponence_of_tense-aspect-mood_inflection=1 monoexponential TAM|productivity_of_the_antipassive_construction=4 no antipassive|number_of_possessive_nouns=1 None reported|suppletion_in_imperatives_and_hortatives=5 None (= no suppletive imperatives reported in the reference material)
